Unnamed: 0,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
1969,33.0,1,3,14.0,3,2,2,3.0,1,3.0,1,1.0,0,1,0,0.0,2,22104.0
978,40.0,1,1,8.0,3,1,2,1.0,1,3.0,1,6.0,0,3,1,0.0,2,21377.0
2269,42.0,1,1,8.0,3,2,2,3.0,4,5.0,1,1.0,0,3,1,0.0,0,32665.0
1253,33.0,0,3,8.0,3,1,3,3.0,1,4.0,2,1.0,0,1,0,0.0,2,20147.0
1791,31.0,1,3,13.0,3,2,3,3.0,1,3.0,1,5.0,0,1,0,0.0,2,22547.0
212,27.0,0,3,26.0,2,0,2,3.0,1,3.0,3,2.0,0,2,1,1.0,2,24981.0
973,35.0,1,1,6.0,3,1,2,4.0,1,3.0,0,1.0,0,1,1,1.0,2,20363.0
4157,41.0,1,1,31.0,1,2,4,4.0,1,3.0,1,3.0,0,3,1,2.0,2,21997.0
925,42.0,1,1,13.0,3,1,3,1.0,1,4.0,0,7.0,1,1,0,0.0,2,17372.0
361,40.0,1,1,16.0,2,1,2,2.0,0,3.0,0,4.0,1,3,0,1.0,1,17213.0
947,52.0,1,3,11.0,2,2,3,3.0,3,4.0,3,1.0,1,4,1,1.0,3,23446.0
4092,47.0,1,3,7.0,3,1,4,4.0,3,5.0,1,3.0,0,1,1,3.0,3,29131.0
4564,44.0,0,1,7.0,2,1,3,4.0,1,3.0,1,6.0,0,1,1,2.0,2,24240.0
3968,27.0,1,3,30.0,3,1,3,5.0,1,3.0,1,2.0,1,1,0,1.0,2,22835.0
4094,32.0,1,1,19.0,3,1,4,4.0,0,3.0,1,2.0,1,4,1,2.0,1,22607.0
2612,39.0,1,3,7.0,2,0,3,5.0,1,3.0,3,6.0,0,2,1,2.0,2,27364.0
1475,32.0,0,1,8.0,2,2,3,3.0,0,3.0,2,1.0,0,3,1,1.0,1,18068.0
2359,27.0,1,1,20.0,2,2,2,3.0,0,5.0,1,2.0,1,4,1,0.0,1,17235.0
3966,45.0,1,3,7.0,3,1,4,4.0,1,5.0,1,7.0,1,1,1,2.0,2,24132.0
2611,31.0,1,3,12.0,2,1,3,4.0,3,3.0,0,4.0,0,4,1,2.0,3,28097.0
136,51.0,0,1,14.0,2,2,2,5.0,3,3.0,3,3.0,0,2,0,1.0,3,25650.0
370,21.0,1,3,18.0,2,1,2,2.0,0,4.0,2,2.0,0,5,0,1.0,1,17716.0
2540,25.0,1,3,10.0,2,1,3,4.0,1,3.0,0,2.0,0,4,1,1.0,2,23677.0
2943,34.0,1,3,15.0,3,2,3,4.0,1,3.0,1,2.0,0,2,1,2.0,2,25782.0
587,52.0,1,1,17.0,2,1,2,3.0,1,3.0,0,1.0,0,2,1,1.0,2,18149.0
2595,36.0,1,3,7.0,3,2,4,4.0,3,4.0,0,3.0,0,4,1,3.0,3,25973.0
324,30.0,1,1,34.0,3,1,3,3.0,1,3.0,0,2.0,0,3,0,2.0,2,20775.0
1601,50.0,0,3,18.0,3,0,3,3.0,3,3.0,3,5.0,0,5,1,2.0,3,24208.0
2596,54.0,1,3,13.0,3,2,3,4.0,1,3.0,0,4.0,1,5,0,1.0,2,20984.0
2617,31.0,0,1,16.0,3,2,4,4.0,1,5.0,1,3.0,0,2,0,2.0,2,21750.0
133,41.0,1,3,15.0,2,2,3,3.0,3,3.0,1,4.0,1,2,0,1.0,3,23189.0
3726,34.0,1,1,15.0,2,2,3,2.0,0,5.0,1,8.0,0,3,1,2.0,1,21821.0
828,18.0,0,1,14.0,3,2,3,3.0,0,3.0,2,2.0,0,5,0,0.0,1,16904.0
4069,30.0,0,1,7.0,1,2,3,4.0,1,3.0,1,3.0,0,3,0,1.0,2,22997.0
1962,48.0,1,1,6.0,2,1,2,4.0,4,5.0,1,1.0,0,4,0,0.0,0,30402.0
1878,52.0,1,1,10.0,2,1,1,3.0,4,3.0,1,3.0,0,5,1,0.0,0,31555.0
4686,57.0,0,1,16.0,3,1,4,4.0,0,3.0,1,4.0,0,1,1,1.0,1,21620.0
152,53.0,1,3,12.0,3,2,2,3.0,1,3.0,0,3.0,1,5,0,0.0,2,17306.0
1531,38.0,0,1,35.0,2,1,2,3.0,1,3.0,2,2.0,0,3,1,0.0,2,17406.0
4632,46.0,0,1,30.0,2,2,3,4.0,1,5.0,1,3.0,1,1,1,1.0,2,22311.0
2192,38.0,0,1,16.0,3,2,3,3.0,0,3.0,1,1.0,0,5,0,0.0,1,17684.0
3126,33.0,0,1,7.0,2,1,4,5.0,0,4.0,0,8.0,0,3,1,1.0,1,21010.0
4013,45.0,0,1,30.0,3,2,4,4.0,1,4.0,1,6.0,0,3,0,2.0,2,20720.0
4310,44.0,1,1,15.0,2,1,4,4.0,1,3.0,1,6.0,1,1,1,1.0,2,23200.0
0,41.0,1,3,6.0,2,1,3,3.0,1,3.0,2,1.0,1,2,1,0.0,2,20993.0
4668,34.0,0,3,15.0,2,1,3,5.0,0,3.0,2,2.0,0,1,0,2.0,1,21020.0
1437,39.0,0,1,15.0,2,2,2,3.0,2,3.0,2,3.0,0,4,0,1.0,4,34431.0
3977,60.0,1,3,32.0,2,0,5,4.0,3,5.0,3,2.0,0,3,1,2.0,3,26315.0
2070,32.0,1,1,10.0,2,1,3,4.0,1,3.0,1,2.0,0,4,1,1.0,2,21162.0
992,39.0,0,1,31.0,2,2,3,3.0,3,3.0,0,4.0,0,1,0,0.0,3,25920.0
1626,51.0,1,1,13.0,3,2,2,4.0,1,3.0,1,3.0,0,3,1,1.0,2,21132.0
4460,30.0,1,3,17.0,2,2,4,4.0,0,3.0,3,3.0,0,4,1,1.0,1,21320.0
2425,55.0,1,3,15.0,3,1,2,5.0,0,4.0,2,2.0,0,1,1,1.0,1,34187.0
2350,32.0,0,1,19.0,2,1,3,4.0,0,4.0,1,2.0,0,5,1,0.0,1,17743.0
4847,29.0,1,1,8.0,1,2,4,5.0,0,5.0,2,8.0,0,3,1,2.0,1,20758.0
2037,34.0,1,3,8.0,2,2,2,3.0,1,3.0,2,2.0,0,5,0,1.0,2,21274.0
3129,27.0,0,3,7.0,3,2,3,5.0,1,5.0,3,3.0,0,3,1,2.0,2,22972.0
771,54.0,1,3,8.0,2,1,2,4.0,3,3.0,0,7.0,0,5,1,0.0,3,25686.0
